parcelid,logerror,transactiondate,subdate
10840812,-0.0502,28/4/2016,201604
14195144,-0.0222,28/4/2016,201604
11717909,0.1765,28/4/2016,201604
14224392,0.0218,28/4/2016,201604
14394739,0.0139,28/4/2016,201604
14331394,-0.007,28/4/2016,201604
12692380,-0.0377,28/4/2016,201604
14735666,-0.0305,28/4/2016,201604
11749481,0.0723,28/4/2016,201604
11928628,0.0516,28/4/2016,201604
11812759,-0.0608,28/4/2016,201604
17098055,-0.0274,28/4/2016,201604
11922009,0.0797,28/4/2016,201604
10748704,-0.2472,28/4/2016,201604
14070462,0.0545,28/4/2016,201604
11757478,-0.0471,28/4/2016,201604
10801391,0.0862,28/4/2016,201604
11920873,-0.0608,28/4/2016,201604
11969905,0.006,28/4/2016,201604
14100426,0.0208,28/4/2016,201604
10845681,-0.0769,28/4/2016,201604
10734918,-0.1143,28/4/2016,201604
10874391,0.009,28/4/2016,201604
10814430,0.006,28/4/2016,201604
11165164,-0.0274,28/4/2016,201604
11623434,-0.1043,28/4/2016,201604
12304558,-0.008,28/4/2016,201604
12850788,0.0119,28/4/2016,201604
12207027,-0.1543,28/4/2016,201604
14624241,-0.0294,28/4/2016,201604
11398411,-0.0315,28/4/2016,201604
12473624,-0.0377,28/4/2016,201604
17261886,-0.0202,28/4/2016,201604
12474888,0.0286,28/4/2016,201604
13838441,-0.1143,28/4/2016,201604
17286207,0.0325,28/4/2016,201604
11121340,0.005,28/4/2016,201604
12300913,0.3075,28/4/2016,201604
11033302,-0.1744,28/4/2016,201604
10913013,-0.1335,28/4/2016,201604
11609484,-0.0222,28/4/2016,201604
12153720,0.1807,28/4/2016,201604
17172557,0.0159,28/4/2016,201604
14463386,-0.0131,28/4/2016,201604
11192529,-0.1972,28/4/2016,201604
11608948,-0.0233,28/4/2016,201604
17233484,-0.0336,28/4/2016,201604
12481702,-0.0182,28/4/2016,201604
13840384,-0.1532,28/4/2016,201604
11175423,0.0119,28/4/2016,201604
11175632,-0.0141,28/4/2016,201604
13834623,0.0266,28/4/2016,201604
10953068,0.076,28/4/2016,201604
10918309,0.0695,28/4/2016,201604
12966321,0.0188,28/4/2016,201604
14500851,0.045,28/4/2016,201604
12964968,-0.0121,28/4/2016,201604
12544531,0.1178,28/4/2016,201604
11042234,-0.0408,28/4/2016,201604
12316693,-0.4432,28/4/2016,201604
11116804,-0.0294,28/4/2016,201604
12810913,0.0344,28/4/2016,201604
17135407,0.116,28/4/2016,201604
17153513,-0.0111,28/4/2016,201604
12959819,0.2239,28/4/2016,201604
17236022,-0.0233,28/4/2016,201604
12543547,0.044,28/4/2016,201604
13100037,0.0469,28/4/2016,201604
12846522,0.1133,28/4/2016,201604
14608445,0.008,28/4/2016,201604
12958948,0.008,28/4/2016,201604
13100684,0.1169,28/4/2016,201604
12958200,0.1345,28/4/2016,201604
11038055,-0.1543,28/4/2016,201604
13960354,-0.0325,28/4/2016,201604
11465295,0.0602,28/4/2016,201604
11127611,-0.0182,28/4/2016,201604
12295923,0.0497,28/4/2016,201604
13849880,0.0296,28/4/2016,201604
12494679,-0.0408,28/4/2016,201604
13861453,0.0469,28/4/2016,201604
10966989,0.0178,28/4/2016,201604
17229818,0.0926,28/4/2016,201604
10967289,0.0334,28/4/2016,201604
12216066,-0.0921,28/4/2016,201604
14667942,0.0227,28/4/2016,201604
12921578,-0.0471,28/4/2016,201604
12496787,0.0296,28/4/2016,201604
11565084,-0.0661,28/4/2016,201604
12277686,0.1302,28/4/2016,201604
10967569,-0.0534,28/4/2016,201604
12920239,-0.005,28/4/2016,201604
11454785,-0.0888,28/4/2016,201604
12277466,-0.0492,28/4/2016,201604
12277452,0.0169,28/4/2016,201604
11195049,0.0188,28/4/2016,201604
14044307,-0.0608,28/4/2016,201604
11565963,-0.064,28/4/2016,201604
12570633,0.8281,28/4/2016,201604
12914766,-0.0243,28/4/2016,201604
14045019,-0.008,28/4/2016,201604
14042317,-0.004,28/4/2016,201604
12199968,-0.2614,28/4/2016,201604
12923866,0.0853,28/4/2016,201604
12491751,-0.007,28/4/2016,201604
11556995,-0.007,28/4/2016,201604
10910982,-0.0274,28/4/2016,201604
17133480,-0.0274,28/4/2016,201604
12935580,0.0178,28/4/2016,201604
13851394,-0.0576,28/4/2016,201604
12485521,0.002,28/4/2016,201604
12934613,0.0149,28/4/2016,201604
12934548,0.0208,28/4/2016,201604
12486524,0.0227,28/4/2016,201604
12933862,-0.1312,28/4/2016,201604
12487088,0.0178,28/4/2016,201604
13852991,0.0373,28/4/2016,201604
11023947,0.01,28/4/2016,201604
12758602,-0.0346,28/4/2016,201604
17264149,0.01,28/4/2016,201604
17132619,0.0208,28/4/2016,201604
12288376,-0.0315,28/4/2016,201604
11317719,-0.007,28/4/2016,201604
12928502,-0.0377,28/4/2016,201604
12928409,-0.0182,28/4/2016,201604
12148573,-0.079,28/4/2016,201604
14712964,-0.0502,28/4/2016,201604
10908359,0.003,28/4/2016,201604
13860125,0.0188,28/4/2016,201604
11045108,0.0649,28/4/2016,201604
14474845,-0.0121,28/4/2016,201604
11483844,-0.0694,28/4/2016,201604
12773842,0.001,28/4/2016,201604
11088347,-0.0661,28/4/2016,201604
14596584,-0.1076,28/4/2016,201604
13048597,0.0149,28/4/2016,201604
14601322,-0.002,28/4/2016,201604
13022657,-0.0587,28/4/2016,201604
13022656,-0.0367,28/4/2016,201604
14626568,-0.0801,28/4/2016,201604
12417036,-0.0131,28/4/2016,201604
13050148,0.002,28/4/2016,201604
13050956,0.2508,28/4/2016,201604
11069336,-0.0253,28/4/2016,201604
11503168,0.004,28/4/2016,201604
12832343,-0.0305,28/4/2016,201604
11091889,-0.0325,28/4/2016,201604
14627292,0.0276,28/4/2016,201604
17244956,0.007,28/4/2016,201604
11501377,-0.0101,28/4/2016,201604
13016363,0.002,28/4/2016,201604
13055240,-0.002,28/4/2016,201604
11067157,-0.003,28/4/2016,201604
11527713,-0.1972,28/4/2016,201604
10929524,-0.0899,28/4/2016,201604
12410222,-0.1863,28/4/2016,201604
10941099,0.0478,28/4/2016,201604
13024988,-0.0346,28/4/2016,201604
14596831,0.2639,28/4/2016,201604
11623828,0.0227,28/4/2016,201604
13036937,0.0779,28/4/2016,201604
11513647,-0.2562,28/4/2016,201604
17216133,-0.007,28/4/2016,201604
14598293,0.0109,28/4/2016,201604
17143473,0.006,28/4/2016,201604
13994386,0.1536,28/4/2016,201604
13034905,-0.003,28/4/2016,201604
17175053,0.0237,28/4/2016,201604
11517053,0.0305,28/4/2016,201604
13042117,0.0266,28/4/2016,201604
10932942,-0.0769,28/4/2016,201604
13042619,0.0497,28/4/2016,201604
11624988,0.0953,28/4/2016,201604
12829935,-0.0274,28/4/2016,201604
11074620,0.1035,28/4/2016,201604
12388602,0.0334,28/4/2016,201604
14689209,0.007,28/4/2016,201604
14689005,-0.1188,28/4/2016,201604
12176900,-0.079,28/4/2016,201604
17286731,-0.002,28/4/2016,201604
11348708,0.2327,28/4/2016,201604
13047252,0.0315,28/4/2016,201604
12409745,-0.121,28/4/2016,201604
13933178,0.0286,28/4/2016,201604
14627424,0.0159,28/4/2016,201604
13059499,0.2837,28/4/2016,201604
11106265,-0.0587,28/4/2016,201604
12546859,0.0564,28/4/2016,201604
13068786,-0.004,28/4/2016,201604
12343832,0.008,28/4/2016,201604
12558815,0.0315,28/4/2016,201604
13975886,-0.0131,28/4/2016,201604
13972441,0.4536,28/4/2016,201604
14504791,-0.045,28/4/2016,201604
10921479,0.8312,28/4/2016,201604
11488045,-0.1312,28/4/2016,201604
11616021,-0.2194,28/4/2016,201604
11346396,-0.0101,28/4/2016,201604
11538534,-0.0346,28/4/2016,201604
12334863,-0.079,28/4/2016,201604
13080120,0.0247,28/4/2016,201604
12976130,0.1424,28/4/2016,201604
14715365,0.1098,28/4/2016,201604
13084302,0.005,28/4/2016,201604
12974271,-0.0111,28/4/2016,201604
12330418,-0.008,28/4/2016,201604
17151895,-0.0387,28/4/2016,201604
11047202,0.1613,28/4/2016,201604
12969562,0.0807,28/4/2016,201604
12194221,-0.102,28/4/2016,201604
11065442,-0.0151,28/4/2016,201604
13976760,-0.0672,28/4/2016,201604
10945719,0.045,28/4/2016,201604
11528942,0.004,28/4/2016,201604
14531289,0,28/4/2016,201604
14693686,0.003,28/4/2016,201604
11347604,0.2453,28/4/2016,201604
14635092,0.0149,28/4/2016,201604
17283682,-0.0408,28/4/2016,201604
17147003,0.0227,28/4/2016,201604
11320015,-0.0294,28/4/2016,201604
13979725,-0.045,28/4/2016,201604
14006829,0.0421,28/4/2016,201604
11101230,-0.044,28/4/2016,201604
14665851,0.2271,28/4/2016,201604
11102639,0.1706,28/4/2016,201604
11102892,-0.0513,28/4/2016,201604
11495082,-0.0545,28/4/2016,201604
13065831,0.0431,28/4/2016,201604
11103500,-0.006,28/4/2016,201604
11103620,0.006,28/4/2016,201604
13066875,0.001,28/4/2016,201604
11390352,0.0159,28/4/2016,201604
13977624,-0.002,28/4/2016,201604
12997396,0.0149,28/4/2016,201604
12993454,0.0917,28/4/2016,201604
14466223,0.0188,28/4/2016,201604
14045697,0.0208,28/4/2016,201604
12396681,-0.1485,28/4/2016,201604
10900513,-0.0758,28/4/2016,201604
11152905,-0.0192,28/4/2016,201604
11325123,0.008,28/4/2016,201604
17221502,0.184,28/4/2016,201604
11656957,-0.1875,28/4/2016,201604
14709559,-0.0429,28/4/2016,201604
12267453,-0.0998,28/4/2016,201604
13926285,-0.006,28/4/2016,201604
14708103,-0.1177,28/4/2016,201604
11573374,0.1231,28/4/2016,201604
11149379,0.001,28/4/2016,201604
13915398,0.0208,28/4/2016,201604
12869998,0.0109,28/4/2016,201604
11200137,0.0218,28/4/2016,201604
12510858,-0.0151,28/4/2016,201604
10999070,-0.0502,28/4/2016,201604
11327151,-0.0263,28/4/2016,201604
12520331,0.003,28/4/2016,201604
12231837,0.0178,28/4/2016,201604
14617108,-0.006,28/4/2016,201604
12866630,0.0188,28/4/2016,201604
12865798,-0.007,28/4/2016,201604
13895779,-0.3411,28/4/2016,201604
11000344,0.1544,28/4/2016,201604
12508859,0.0315,28/4/2016,201604
13917140,0.001,28/4/2016,201604
12524546,0.0305,28/4/2016,201604
11582265,-0.0672,28/4/2016,201604
13925130,0.002,28/4/2016,201604
12225889,-0.0141,28/4/2016,201604
13908625,-0.0243,28/4/2016,201604
14620039,0.0266,28/4/2016,201604
10985448,0.2942,28/4/2016,201604
13928105,0.0159,28/4/2016,201604
11198119,0.0208,28/4/2016,201604
13881352,0.0507,28/4/2016,201604
12509167,0.0334,28/4/2016,201604
12248353,-0.0253,28/4/2016,201604
13918321,0.1398,28/4/2016,201604
13929134,-0.0492,28/4/2016,201604
12895728,-0.1948,28/4/2016,201604
10986410,0.0257,28/4/2016,201604
10906036,0.044,28/4/2016,201604
11440617,0.2127,28/4/2016,201604
12611617,0.0139,28/4/2016,201604
11589211,-0.003,28/4/2016,201604
12266490,-0.078,28/4/2016,201604
11576279,-0.0171,28/4/2016,201604
11163663,-0.0736,28/4/2016,201604
17220659,0.0129,28/4/2016,201604
12271531,0.044,28/4/2016,201604
10906471,0.3485,28/4/2016,201604
17160370,0.0592,28/4/2016,201604
17160360,0.006,28/4/2016,201604
14660122,0.0507,28/4/2016,201604
12872232,-0.0502,28/4/2016,201604
17290976,-0.2357,28/4/2016,201604
13871520,-0.1497,28/4/2016,201604
14064040,0.2046,28/4/2016,201604
14671447,0.0119,28/4/2016,201604
12799721,0.006,28/4/2016,201604
12503050,-0.0398,28/4/2016,201604
14621035,-0.0305,28/4/2016,201604
14630264,0.0188,28/4/2016,201604
14631448,0,28/4/2016,201604
13922541,-0.0111,28/4/2016,201604
12752155,-0.0263,28/4/2016,201604
11200276,-0.1985,28/4/2016,201604
11578208,-0.1358,28/4/2016,201604
14486065,-0.2383,28/4/2016,201604
11568621,-0.003,28/4/2016,201604
11151426,-0.004,28/4/2016,201604
12796162,0.0354,28/4/2016,201604
11166252,0.0109,28/4/2016,201604
12792043,-0.0726,28/4/2016,201604
10988958,0.0208,28/4/2016,201604
10974177,-0.0274,28/4/2016,201604
13871832,0.006,28/4/2016,201604
13931597,-0.0587,28/4/2016,201604
14052358,-0.004,28/4/2016,201604
11001882,0.005,28/4/2016,201604
12506718,0.0159,28/4/2016,201604
12583664,-0.0356,28/4/2016,201604
12346141,-0.0141,29/4/2016,201604
12228743,-0.0253,29/4/2016,201604
12349412,0.1519,29/4/2016,201604
12598917,-0.0429,29/4/2016,201604
11297082,-0.0325,29/4/2016,201604
11059497,-0.0619,29/4/2016,201604
12358195,0.0257,29/4/2016,201604
12731374,-0.0715,29/4/2016,201604
12359003,-0.1358,29/4/2016,201604
17107269,-0.0899,29/4/2016,201604
10990917,-0.1165,29/4/2016,201604
10991874,0.001,29/4/2016,201604
13063327,0.001,29/4/2016,201604
11688994,0.005,29/4/2016,201604
17200734,-0.0651,29/4/2016,201604
12246227,-0.0111,29/4/2016,201604
11596386,0.005,29/4/2016,201604
14418076,0.0686,29/4/2016,201604
11533607,-0.0481,29/4/2016,201604
11765896,0.0592,29/4/2016,201604
10793413,-0.0921,29/4/2016,201604
14243991,0.0649,29/4/2016,201604
11061368,0.0459,29/4/2016,201604
10862985,0.0139,29/4/2016,201604
12193125,-0.002,29/4/2016,201604
12247976,-0.0576,29/4/2016,201604
14694679,0.0516,29/4/2016,201604
10991045,-0.0661,29/4/2016,201604
14155740,-0.0429,29/4/2016,201604
10977346,0.5116,29/4/2016,201604
11567962,0.0779,29/4/2016,201604
14634441,0.0325,29/4/2016,201604
13075651,0.0119,29/4/2016,201604
13076079,-0.0346,29/4/2016,201604
10799390,-0.002,29/4/2016,201604
12741139,-0.008,29/4/2016,201604
12338243,0.0247,29/4/2016,201604
13076120,0.003,29/4/2016,201604
12014077,0.0373,29/4/2016,201604
11691607,0.0459,29/4/2016,201604
10861087,0.088,29/4/2016,201604
11579409,-0.0998,29/4/2016,201604
14474673,0,29/4/2016,201604
12014752,0.0276,29/4/2016,201604
12014753,0.077,29/4/2016,201604
13078609,-2.313,29/4/2016,201604
14175803,-0.009,29/4/2016,201604
10996387,0.005,29/4/2016,201604
12227511,0.0583,29/4/2016,201604
12586583,0.0363,29/4/2016,201604
11758027,-0.0161,29/4/2016,201604
13083037,0.7784,29/4/2016,201604
12653085,0.0305,29/4/2016,201604
12331573,-0.0222,29/4/2016,201604
12016620,-0.003,29/4/2016,201604
12652971,-0.001,29/4/2016,201604
11540101,-0.0121,29/4/2016,201604
12089914,0.0363,29/4/2016,201604
10861408,-0.007,29/4/2016,201604
14232774,0.0971,29/4/2016,201604
14505219,-0.008,29/4/2016,201604
10795782,0.0188,29/4/2016,201604
14172290,-0.0274,29/4/2016,201604
13898119,-0.2971,29/4/2016,201604
12580163,-0.0715,29/4/2016,201604
12820568,-0.0222,29/4/2016,201604
13067686,-0.0202,29/4/2016,201604
12711663,0.0853,29/4/2016,201604
13897219,-0.0715,29/4/2016,201604
17205296,0.0526,29/4/2016,201604
10796725,0.0208,29/4/2016,201604
12785935,0.0296,29/4/2016,201604
17124935,0.0266,29/4/2016,201604
11534516,-0.0976,29/4/2016,201604
14123477,0.0325,29/4/2016,201604
11597004,-0.1312,29/4/2016,201604
11207290,-0.0336,29/4/2016,201604
11690891,0.003,29/4/2016,201604
11536130,-0.0387,29/4/2016,201604
14481949,0.0334,29/4/2016,201604
13975875,-0.3147,29/4/2016,201604
13975800,-0.0346,29/4/2016,201604
13073460,0.2437,29/4/2016,201604
11761985,-0.1416,29/4/2016,201604
12013071,-0.1875,29/4/2016,201604
14505447,-0.0263,29/4/2016,201604
13895082,0.008,29/4/2016,201604
14506535,-0.0182,29/4/2016,201604
14447920,-0.0492,29/4/2016,201604
13983688,0.003,29/4/2016,201604
14485660,0.001,29/4/2016,201604
17116632,0.0208,29/4/2016,201604
13911238,-0.0151,29/4/2016,201604
14272198,-0.0212,29/4/2016,201604
11712593,-0.1347,29/4/2016,201604
14746092,0.0169,29/4/2016,201604
13991038,0.009,29/4/2016,201604
11992512,0.0276,29/4/2016,201604
12825565,-0.0222,29/4/2016,201604
13045757,0.0227,29/4/2016,201604
12741740,-0.0202,29/4/2016,201604
11073454,0.0227,29/4/2016,201604
13910113,0.004,29/4/2016,201604
13044047,-0.1924,29/4/2016,201604
11993111,0.0129,29/4/2016,201604
14268319,0.1026,29/4/2016,201604
14268018,0.1275,29/4/2016,201604
10984816,-0.0356,29/4/2016,201604
12583076,0.003,29/4/2016,201604
12641827,-0.0294,29/4/2016,201604
11522318,-0.2182,29/4/2016,201604
12063507,0.0305,29/4/2016,201604
13990016,0.0431,29/4/2016,201604
12384180,0.0188,29/4/2016,201604
14263701,0.4612,29/4/2016,201604
14165158,0,29/4/2016,201604
11521352,-0.0356,29/4/2016,201604
14263620,0.01,29/4/2016,201604
12097022,0.045,29/4/2016,201604
17125952,0.0411,29/4/2016,201604
11078869,0.8351,29/4/2016,201604
14275540,0.2382,29/4/2016,201604
14112377,0.007,29/4/2016,201604
11515124,-0.2421,29/4/2016,201604
12097825,-0.005,29/4/2016,201604
11304956,0.1561,29/4/2016,201604
12233361,0.0459,29/4/2016,201604
14651992,0.008,29/4/2016,201604
14412494,0.0705,29/4/2016,201604
12788048,-0.0171,29/4/2016,201604
11349211,0.008,29/4/2016,201604
11987935,-0.0998,29/4/2016,201604
11075650,0.0188,29/4/2016,201604
13040392,-0.044,29/4/2016,201604
17249073,0.0402,29/4/2016,201604
10782333,-0.0202,29/4/2016,201604
12554532,-0.0131,29/4/2016,201604
11683982,0.1071,29/4/2016,201604
11349099,0.0516,29/4/2016,201604
13914530,-0.0253,29/4/2016,201604
14159679,-0.0305,29/4/2016,201604
10983256,0.0411,29/4/2016,201604
12391547,0.0926,29/4/2016,201604
12391375,0.0989,29/4/2016,201604
13042347,-0.0121,29/4/2016,201604
14413063,-0.002,29/4/2016,201604
14482821,-0.0121,29/4/2016,201604
17141811,-0.0141,29/4/2016,201604
11523552,-0.0243,29/4/2016,201604
13917409,0.0159,29/4/2016,201604
11525843,0.0188,29/4/2016,201604
10979018,-0.005,29/4/2016,201604
11778837,-0.6931,29/4/2016,201604
11595597,0,29/4/2016,201604
11067747,0.0247,29/4/2016,201604
12581145,0.007,29/4/2016,201604
12367784,-0.0598,29/4/2016,201604
13056901,0.0169,29/4/2016,201604
10988879,0.003,29/4/2016,201604
11232572,-0.0171,29/4/2016,201604
10841120,-0.1324,29/4/2016,201604
10941474,0.0554,29/4/2016,201604
11330021,0.0188,29/4/2016,201604
14693334,0.0733,29/4/2016,201604
11330953,0.1697,29/4/2016,201604
12229853,-0.0481,29/4/2016,201604
12626566,-0.0121,29/4/2016,201604
11326255,0.0266,29/4/2016,201604
10792716,-0.0683,29/4/2016,201604
14627433,-0.0346,29/4/2016,201604
13059932,0.003,29/4/2016,201604
14436592,-0.0545,29/4/2016,201604
14716088,-0.0325,29/4/2016,201604
11238537,-0.078,29/4/2016,201604
12360615,-0.0576,29/4/2016,201604
11063320,0.0119,29/4/2016,201604
17107721,-0.0151,29/4/2016,201604
13054633,0.0208,29/4/2016,201604
12824730,0.002,29/4/2016,201604
12709236,0.1476,29/4/2016,201604
10939571,-0.003,29/4/2016,201604
11523777,-0.0387,29/4/2016,201604
11329311,0.0862,29/4/2016,201604
11781977,0.0926,29/4/2016,201604
13048911,-0.007,29/4/2016,201604
10939718,0.0733,29/4/2016,201604
14158762,-0.0171,29/4/2016,201604
11995619,0.009,29/4/2016,201604
11324150,-0.0545,29/4/2016,201604
14115963,-0.0356,29/4/2016,201604
11348396,-0.006,29/4/2016,201604
10788813,-0.0233,29/4/2016,201604
13050145,-0.0121,29/4/2016,201604
13985857,-0.0629,29/4/2016,201604
13908692,0.0695,29/4/2016,201604
11712098,0.0354,29/4/2016,201604
11321418,0.001,29/4/2016,201604
11524549,-0.005,29/4/2016,201604
14116527,-0.0274,29/4/2016,201604
11348307,0.007,29/4/2016,201604
11200991,-0.2588,29/4/2016,201604
12377423,-0.0171,29/4/2016,201604
10865062,-0.1602,29/4/2016,201604
10790437,0.0602,29/4/2016,201604
11997422,-0.3079,29/4/2016,201604
12064981,-0.0263,29/4/2016,201604
13053804,0.0431,29/4/2016,201604
12359194,0.003,29/4/2016,201604
14225722,0.0373,29/4/2016,201604
13890766,0.124,29/4/2016,201604
12330569,-0.0131,29/4/2016,201604
12295529,-0.0694,29/4/2016,201604
14205482,0.0169,29/4/2016,201604
11572404,-0.0877,29/4/2016,201604
14427134,-0.046,29/4/2016,201604
11248489,-0.0866,29/4/2016,201604
17133700,-0.006,29/4/2016,201604
12591111,-0.0398,29/4/2016,201604
12784575,0.0497,29/4/2016,201604
12212692,-0.003,29/4/2016,201604
12722426,-0.2182,29/4/2016,201604
14187032,-0.001,29/4/2016,201604
10964439,-0.0315,29/4/2016,201604
13938443,0.0535,29/4/2016,201604
12221295,-0.3299,29/4/2016,201604
10971298,-0.003,29/4/2016,201604
14202788,0.008,29/4/2016,201604
12213058,0.0554,29/4/2016,201604
11558271,-0.0555,29/4/2016,201604
11343330,0.001,29/4/2016,201604
14143969,0.002,29/4/2016,201604
13852295,0.009,29/4/2016,201604
12292021,0.007,29/4/2016,201604
10853620,-0.007,29/4/2016,201604
14738164,-0.1827,29/4/2016,201604
12040906,0.0178,29/4/2016,201604
14643199,-0.046,29/4/2016,201604
12212205,0.0119,29/4/2016,201604
12071363,-0.0151,29/4/2016,201604
12042947,-0.0377,29/4/2016,201604
10814652,0.0237,29/4/2016,201604
13946782,-0.1416,29/4/2016,201604
10961141,0.1106,29/4/2016,201604
11205394,-0.2282,29/4/2016,201604
17134571,-0.003,29/4/2016,201604
17091146,-0.0888,29/4/2016,201604
11573499,0.0139,29/4/2016,201604
11698520,-0.001,29/4/2016,201604
14700073,0.0129,29/4/2016,201604
12043635,0.0159,29/4/2016,201604
11031654,0.002,29/4/2016,201604
11554287,0.422,29/4/2016,201604
12298771,-0.137,29/4/2016,201604
10813303,0.0169,29/4/2016,201604
11194182,-0.7133,29/4/2016,201604
14497270,0.003,29/4/2016,201604
11729338,-0.0812,29/4/2016,201604
12027496,0.0649,29/4/2016,201604
11554578,0.0325,29/4/2016,201604
17262595,0.0247,29/4/2016,201604
13942940,-0.008,29/4/2016,201604
12794273,0.01,29/4/2016,201604
13847156,0.0139,29/4/2016,201604
17280182,0.1773,29/4/2016,201604
11030053,-0.0502,29/4/2016,201604
14497011,0.1062,29/4/2016,201604
17133887,0.0751,29/4/2016,201604
14426853,-0.0513,29/4/2016,201604
14183514,-0.1043,29/4/2016,201604
10855108,-0.2627,29/4/2016,201604
11192389,0.0592,29/4/2016,201604
12267299,-0.0672,29/4/2016,201604
12288928,0.1939,29/4/2016,201604
11739433,-0.1076,29/4/2016,201604
17267703,0.0871,29/4/2016,201604
12588943,0.3771,29/4/2016,201604
11300887,-0.0171,29/4/2016,201604
12278996,-0.1497,29/4/2016,201604
11015683,-0.0619,29/4/2016,201604
11604219,-0.0704,29/4/2016,201604
14196816,0.0325,29/4/2016,201604
12035109,-0.1602,29/4/2016,201604
11568490,0.0266,29/4/2016,201604
11014705,-0.008,29/4/2016,201604
14630145,-0.0629,29/4/2016,201604
12271898,-0.0171,29/4/2016,201604
14442812,0.0459,29/4/2016,201604
12276561,-0.0101,29/4/2016,201604
17210119,-0.001,29/4/2016,201604
14194087,-0.1109,29/4/2016,201604
12275416,0.0695,29/4/2016,201604
11703870,0.3702,29/4/2016,201604
13933274,-0.172,29/4/2016,201604
17277363,0.1681,29/4/2016,201604
11012321,0.008,29/4/2016,201604
12799782,0.002,29/4/2016,201604
13932808,-0.001,29/4/2016,201604
12273724,0.0431,29/4/2016,201604
14732886,0.0257,29/4/2016,201604
17204929,0.0227,29/4/2016,201604
14190891,0.0149,29/4/2016,201604
11301405,0.0178,29/4/2016,201604
13872152,0.0149,29/4/2016,201604
12034027,0.0834,29/4/2016,201604
17094527,0.0611,29/4/2016,201604
17176573,-0.0141,29/4/2016,201604
13857400,0.1579,29/4/2016,201604
14712273,0.008,29/4/2016,201604
12077536,0.0488,29/4/2016,201604
11194362,0.0266,29/4/2016,201604
12287679,-0.0704,29/4/2016,201604
14187445,0.0411,29/4/2016,201604
11018739,-0.0408,29/4/2016,201604
17103792,0.1638,29/4/2016,201604
11017808,-0.0419,29/4/2016,201604
12267861,-0.0998,29/4/2016,201604
14199966,-0.0101,29/4/2016,201604
13929951,-0.0161,29/4/2016,201604
11733463,-0.1031,29/4/2016,201604
17278931,-0.0284,29/4/2016,201604
12725956,0.0825,29/4/2016,201604
12284303,0.008,29/4/2016,201604
12568867,0.0695,29/4/2016,201604
12219183,0.0169,29/4/2016,201604
12572673,0.1689,29/4/2016,201604
12283719,-0.0492,29/4/2016,201604
11301536,-0.0921,29/4/2016,201604
11740192,0.0363,29/4/2016,201604
11704762,0.0149,29/4/2016,201604
13861634,-0.0877,29/4/2016,201604
11569722,0.0198,29/4/2016,201604
12569400,0.2897,29/4/2016,201604
10965905,0.0926,29/4/2016,201604
12331444,0.108,29/4/2016,201604
11033035,0.0383,29/4/2016,201604
12649388,0.0411,29/4/2016,201604
12201454,-0.1578,29/4/2016,201604
12019358,-0.2588,29/4/2016,201604
11043048,0.0296,29/4/2016,201604
13966088,0.1458,29/4/2016,201604
14153172,-0.0492,29/4/2016,201604
13965791,-0.0336,29/4/2016,201604
10804801,-0.0141,29/4/2016,201604
10834321,-0.0943,29/4/2016,201604
17213692,-0.0377,29/4/2016,201604
12812094,0.4008,29/4/2016,201604
17089116,-0.0555,29/4/2016,201604
12629625,0.0169,29/4/2016,201604
14706006,0.004,29/4/2016,201604
12739960,-0.005,29/4/2016,201604
13098037,0.1493,29/4/2016,201604
13965337,0.1026,29/4/2016,201604
11547115,-0.1875,29/4/2016,201604
13964569,0.3492,29/4/2016,201604
12259381,0.0208,29/4/2016,201604
14216960,0.0188,29/4/2016,201604
11727144,0.0478,29/4/2016,201604
17089747,0.1748,29/4/2016,201604
14216865,0.0535,29/4/2016,201604
12021120,0.0139,29/4/2016,201604
12084046,0.0178,29/4/2016,201604
11751718,0.0169,29/4/2016,201604
13094328,-0.1404,29/4/2016,201604
14132243,0.001,29/4/2016,201604
11726619,0.0266,29/4/2016,201604
14741728,0.0286,29/4/2016,201604
14154615,0.0139,29/4/2016,201604
10802132,0.0218,29/4/2016,201604
12198262,-0.212,29/4/2016,201604
13086099,0.002,29/4/2016,201604
17088452,-0.0325,29/4/2016,201604
12198330,-0.0202,29/4/2016,201604
11540905,0.1204,29/4/2016,201604
14176980,-0.0182,29/4/2016,201604
17124560,0.0169,29/4/2016,201604
12328496,0.0497,29/4/2016,201604
13891187,0.1328,29/4/2016,201604
11259908,0.003,29/4/2016,201604
10858081,-0.009,29/4/2016,201604
11692884,-0.0336,29/4/2016,201604
13088489,0.0431,29/4/2016,201604
12018102,-0.004,29/4/2016,201604
12560688,-0.0315,29/4/2016,201604
17256496,-0.0131,29/4/2016,201604
14492434,-0.0629,29/4/2016,201604
11240013,-0.0888,29/4/2016,201604
12325438,0.0247,29/4/2016,201604
13924834,-0.0429,29/4/2016,201604
11044486,0.002,29/4/2016,201604
10953199,0.1337,29/4/2016,201604
13092767,0.0276,29/4/2016,201604
11206289,-0.0222,29/4/2016,201604
11614461,0.2414,29/4/2016,201604
14501864,0.008,29/4/2016,201604
10812645,-0.1043,29/4/2016,201604
17260346,-0.0398,29/4/2016,201604
14134820,-0.003,29/4/2016,201604
12562577,-0.0866,29/4/2016,201604
10957318,0.0459,29/4/2016,201604
10957630,0.0159,29/4/2016,201604
12639805,-0.0253,29/4/2016,201604
13836920,0.1544,29/4/2016,201604
11575109,0.0411,29/4/2016,201604
13837462,-0.0222,29/4/2016,201604
